verbatimRecordedByID	recordedByLastName	recordedBy	recordedByID
K552	Khanna	Khanna L.P.	""
M132	Mágócsy-Dietz	Mágócsy-Dietz A.	""
SAPAL	Sapart	Sapart L.	""
WRIGT	Wrigley	Wrigley T.C.	""
DAMAJ	Daman	Daman J.B.	""
LUNDL	Lundgren	Lundgren L.	""
POPEBIEG	Pope$Biegel$Russell	Pope G., Biegel H. & Russell E.	""
KYBKS	Kayombo$Kisonga	Kayombo C.J. & Kisonga	""
PUNT001	Puntillo	Domenico Puntillo	https://www.ipni.org/ipni/idAuthorSearch.do?id=25152-1
HEKKW	Hekking	Hekking W.H.A.	""
RVLDS	Ravelonarivo	Ravelonarivo D.	""
GEBLF	Gebler	Gebler F.A.	""
STNMJ	Steens	Steens M.J.H.	""
THOMR	Thomas	Thomas R.L.X.	""
MOREJ	Morel	Morel J.	""
SMEYG	Smeyers	Smeyers G.	""
HACESI	Hatschbach$Cervi$Silva	Hatschbach G., Cervi A.C. & Silva J.M.	""
LOHERA	Loher	Loher A.	https://www.ipni.org/ipni/idAuthorSearch.do?id=5714-1
MORDS	Mordowkin	Mordowkin Semen	""
BOUS02	Boussengui-Nongo$Bouango$Matéba$Mouamba	Boussengui-Nongo J., Bouango R., Matéba M. & Mouamba R.	""
WEBSL	Webster	Webster L.C.	""
KINYD	Kinyua	Kinyua D.G.	""
GUTZR1	Gutzwiller	Gutzwiller R.	http://www.wikidata.org/entity/Q62990345
CLARM	Clarke	Clarke M.	""
GTZHF	Gøtzsche	Gøtzsche H.F.	""
LAMB04	Lambinon$Smeets	Lambinon J. & Smeets L.	""
BANFE	Banfi	Banfi E.	""
ALIS	Ali	Ali S.J.	""
BROR	Brown	Brown Robert	https://www.ipni.org/ipni/idAuthorSearch.do?id=1192-1
S230	Stoffelen	Stoffelen P.	https://orcid.org/0000-0003-2547-0415
B224	Balázs	Balázs D.	""
ORST	Oersted	Oersted A.S.	""
B252	Brocas	Brocas F.Y.	""
PRETH	Pretz	Pretz H.W.	""
M006	Miller	Miller D.R.	""
T047	Tuzson	Tuzson J.	http://viaf.org/viaf/40426192
DCOVH	De Clerck$Verbruggen	De Clerck O. & Verbruggen H.	""
SMITC4	Smith	Smith Christo A.	""
LAURE	Laurent	Laurent É.	https://viaf.org/viaf/117016407/
WEBE1	Weberbauer	Weberbauer A.	http://viaf.org/viaf/8158786
GHESU	Ghesquière	Ghesquière U.	""
G072	Godechien	Godechien	""
H648	Howe	Howe M.	https://www.ipni.org/ipni/idAuthorSearch.do?id=4160-1
CEDDRJ	Coppejans$Douterlungne$Razanakoto	Coppejans E., Douterlungne D. & Razanakoto I.	""
B795	Biene	Biene C.	""
LI125	Lituka	Lituka B.	""
NIEDG	Niederlein	Niederlein G.	""
ZIMMR	Zimmermann	Zimmermann R.	""
H029	Hanssens	Hanssens C.	""
H030	Holden	Holden M.	""
M181	Maas	Maas P.W.Th.	""
B001	Baltzo	Baltzo D.E.	""
NGNVT	Nguyen	Nguyen V.T.	""
DELA11	Delaveaux	Delaveaux	""
LJFCN	Lejoly$Faucon	Lejoly & Faucon	""
V600	Van de Vijver	Van de Vijver B.	https://orcid.org/0000-0002-6244-1886
R201	Rastetter	Rastetter V.	""
O015	Odeyinde	Odeyinde M.A.	""
F004	Fodor	Fodor G.M.	http://www.wikidata.org/entity/Q62990265
FRIENORL	Fries$Norlindh$Weimarck	Fries T.C.E., Norlindh N.T. & Weimarck H.	""
BRGMA	Bruggeman-Nannenga	Bruggeman-Nannenga M.A.	https://viaf.org/viaf/282580064/
MWGBN	Emwiogbon	Emwiogbon I.A.	""
SMITLEID	Smith$Leidy	Smith C.E. & Leidy J.	""
BRAU01	Braun$Delogne	Braun A. & Delogne C.	""
BADRF	Badré	Badré F.	""
S207	Schenk	Schenk B.	""
S197	Schinini	Schinini A.	https://www.ipni.org/ipni/idAuthorSearch.do?id=26280-1
MSJHL	Maas	Maas J.L.	""
DPUY02	Du Puy$Du Puy$Raharilala	Du Puy B., Du Puy D. & Raharilala J.	""
RICCC	Ricceri	Ricceri C.	""
K007	Kunze	Kunze J.	""
HRDMG	Hardy$Magnier	Hardy A.J. & Magnier C.	""
FOWLJ	Fowler	Fowler J.	""
BREN02	Brenan$Brenan$Gillett	Brenan J.P.M., Brenan J.H. & Gillett J.B.	""
CHURBISS	Churchill$Bissell$Fernald	Churchill J.R., Bissell C.H. & Fernald M.L.	""
MUEH	Mue	Mue Henri	""
CRAWR	Crawford	Crawford R.	""
CAUWG	Cauwe	Cauwe G.	""
CTHAL	Cuthbert	Cuthbert A.	""
CHURJ	Churchill	Churchill J.R.	""
BARTANDE	Bartholomew$Anderson	Bartholomew B. & Anderson B.	""
G027	Gardiner	Gardiner N.	""
S104	Sheldon	Sheldon E.P.	""
N035	Namyslowski	Namyslowski B.	""
S094	Siegmund	Siegmund W.	""
SANTR	Santos	Santos R.	""
TITIP	Titius	Titius P.	""
HGSGL	Ochoterena$Liede-Schumann	Ochoterena H. & Liede-Schumann S.	""
RICHWILL	Richards$Williams$Williams	Richards D., Williams L.O. & Williams T.P.	""
KMMCD	Kummrow$Cordeiro	Kummrow R. & Cordeiro J.	""
SCHCH	Scheuer	Scheuer C.	""
COLED	Cole	Cole D.T.	""
DRNDE	Deronde	Deronde L.	""
HINDR	Hindwood	Hindwood R.A.	""
WEINM	Weinmann	Weinmann	""
M125	Montagne	Montagne	""
WTTCM	Watteyne	Watteyne C.	""
VVEDA	Vvedensky	Vvedensky A.I.	""
B556	Backx	Backx H.	""
BRODK	Brodrick	Brodrick K.	""
DIXOD	Dixon	Dixon D.	""
SUZUS	Suzuki	Suzuki Syun' iti	""
WALTT	Walter	Walter T.	""
PERKG1	Perkins	Perkins G.K.	""
P062	Pittier$Durand	Pittier H. & Durand T.	""
PERDKIBU	Perdue$Kibuwa	Perdue R.E. & Kibuwa S.P.	""
ARBOMENGEER	Arbonnier$Geerinck	Arbonnier M. & Geerinck D.	""
GRODK	Grodsinska	Grodsinska K.	""
QUERR	Queralt	Queralt R.	""
ESPIR	Espinosa	Espinosa Reinaldo	""
R205	Rakotonasolo	Rakotonasolo F.	https://www.ipni.org/ipni/idAuthorSearch.do?id=39681-1
H013	Holttum	Holttum R.E.	https://www.ipni.org/ipni/idAuthorSearch.do?id=4063-1
BRUNH	Brunner	Brunner H.	""
NYS1	Nys	Nys	""
GOSSP	Gosseye	Gosseye P.	""
MANNHILBU	Manning$Hilliard$Burtt	Manning J., Hilliard O.M. & Burtt B.L.	""
DVOR01	Dvo?ák$Vicherek	Dvo?ák J. & Vicherek J.	""
FONTF	Fontes	Fontes F.	""
SILL11	Sillén	Sillén	""
ALLLC	Allorge	Allorge L.	""
POLUABDU	Polunin$Abdul$Mohammed	Polunin Nicholas Vladimir, Abdul - Wahab A.S. & Mohammed B.	""
TSGDEMPB	Stévart$Dauby$Mounoumoulossi$Bissiemou	Stévart T., Dauby G., Mounoumoulossi E. & Bissiemou P.	""
H034	Horn	Horn L.R.J.	""
HANSHEEM	Hansen$Heemstra	Hansen O.J. & Heemstra H.	""
RSSSG	Reissek	Reissek S.	http://viaf.org/viaf/5357370
MWAG00	Mwachala	Mwachala G. et al.	""
DAVEJ	Daveau	Daveau J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=2012-1
RUBIP	Rubitzoff	Rubitzoff Peter	""
BREM1	Bremaud	Bremaud	""
PLEV1	Pleva	Pleva J.	""
MAHIJ	Mahieu	Mahieu J.	http://www.wikidata.org/entity/Q62990279
SSFBMM	Sitoni$Simon$Festo$Bayona$Maganga$Mstafa	Sitoni D., Simon G., Festo L., Bayona W., Maganga P. & Mstafa I.	""
SEBS	Sebsebe	Sebsebe D.	""
SPASJ	Spas	Spas J.	""
RSTCK	Rosenstock	Rosenstock E.	""
GRANM	Grant	Grant M.L.	""
SOLAJ	Solano	Solano José	""
T058	Troch	Troch P.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/654c403a-1a24-4d88-98b8-d6f3946f8d79
N960	De Notaris$Baglietto	de Notaris G. & Baglietto F.	""
LOVELOVE	Lovett$Lovett	Lovett J.C. & Lovett J.M.	""
ALLEV	Alleau	Alleau V.	""
BAVOV	Bavoux	Bavoux V.	https://www.ipni.org/ipni/idAuthorSearch.do?id=37975-1
RATTETAL	Ratter$et	Ratter J.A. et al.	""
BFFRHJ	Billiet$Fabri$Heylen	Billiet F., Fabri R. & Heylen J.	""
L009	Loiseau	Loiseau J.	""
AUDRP	Audry	Audry P.	""
R250	Ornduff	Ornduff R.	""
RNDRM	Randriamanantena	Randriamanantena A.	""
PERKA	Perkins	Perkins A.E.	""
M235	Mann	Mann G.	https://viaf.org/viaf/40137409/
PHCLR	Phillipson$Clement$Rafamantanantsoa	Phillipson P.B., Clement R.A. & Rafamantanantsoa G.R.	""
GILDGILD	Gildemeester-Buse$Gildemeester	Gildemeester-Buse L.H. & Gildemeester H.D.	""
H225	Hölmel	Hölmel L.	""
PAWLS	Pawlowska	Pawlowska S.	""
VENTLOPE	Ventura$López	Ventura E. & López E.	""
ACAT01	Aujard-Catot$Ledoux	Aujard-Catot R. & Ledoux J.	""
S115	Savage$Turney	Savage & Turney	""
CHABA	Chabert	Chabert A.C.	""
SCHTM	Schils	Schils T.	""
KASST	Kassner	Kassner T.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/02b021ca-99e7-48c6-844b-2ecce0e66437
DBJ2	de Briey	de Briey J.	https://viaf.org/viaf/216298647/
DCA2	de Calonne-Beaufaict	de Calonne-Beaufaict A.	""
LAMOTTE	Lamotte	Lamotte S.	""
RMY	Remy	Remy J.E.	""
STPASQH	Staples$Asquith	Staples G.,Asquith A.	""
GRATR	Gray$Torrey	Gray A. & Torrey J.	""
WESTM	Wesmael	Wesmael A.	""
JASSM	Jasso	Jasso M.J.	""
APPL01	Applequist$Miller$Rabenantoandro$Ranaivojaona	Applequist W., Miller J., Rabenantoandro J. & Ranaivojaona R.	""
SCHRF	Schram	Schram F.A.W.	""
WILLSHEL	Williams$Sheldrick	Williams R. & Sheldrick D.	""
OVALMN	Almborn	Almborn O.	""
THMJD	Thomas	Thomas J.D.	""
KOEVJ	Koeva	Koeva J.	""
CASTD	Castaner	Castaner D.	""
DOVE1	Dovergne	Dovergne	""
HOPTD	Hopton	Hopton D.	""
MEYER1	Meyers	Meyers R.	""
VGG1	Von Goetzen	Von Goetzen G.A.	""
LEONA	Léonard	Léonard A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/699528b4-c95c-4c3b-ba4b-cdb2d92ee8d2
SANDC	Sandwith	Sandwith C.I.	http://www.wikidata.org/entity/Q18243099
BROWC	Brown	Brown Charlie	""
HUTCP	Hutchison	Hutchison P.C.	""
LSTAN	Lastelle	Lastelle A.N.	""
SPJUENSO	Spjut$Ensor	Spjut R.W. & Ensor P.D.	""
BAYLR	Bayliss	Bayliss R.D.A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fb5213bf-7c99-41e8-abb4-4c89d85d55e5
DZCBE	Zunguze$Boane	Zunguze D. & Boane C.	""
PESDOB	Esono$Obiang	Esono P. & Obiang D.	""
L733	Longton	Longton R.E.	""
ALBAR	Albarez	Albarez R.	""
DWG1	DeWolf	DeWolf G.P.	""
DUVIGN	Duvigneaud$Lambinon	Duvigneaud J. & Lambinon J.	""
DLJ1	De Langhe	De Langhe J.E.	https://viaf.org/viaf/92023196/
G005	Goossens-Fontana	Goossens-Fontana M.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e8616845-eb8d-4785-93fe-de0f0698fbfb
COLLDAVY	Collinson$Davy	Collinson R. & Davy A.	""
DMA1	De Meulemeester	De Meulemeester A.	""
DWDL	de Wauters d'Oplinter	de Wauters d'Oplinter L.	""
ROBIR1	Robins	Robins R.J.	""
AUWEA	Van der Auwermeulen	Auwermeulen A.	""
GERSJ	Gerstner	Gerstner J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=3109-1
ZCCGH	Zuccarini	Zuccarini G.	""
CURME	Curran$Merritt	Curran H. M. & Merritt M. L.	""
FNGJN	Fangounda	Fangounda J.	""
T552	Taylor	Taylor E.B.	""
TURK01	Turk$Randrianasolo	Turk D. & Randrianasolo J.I.	""
CARNJ	Carneiro	Carneiro J.J.	""
BAGUC	Baguet	Baguet C.	""
DEISF	Deistel	Deistel H.	""
VAHDR	Vahdat	Vahdat R.A.	""
LUKE03	Luke$Luke$Butynski$Ehardt$Jones	Luke P., Luke Q., Butynski T., Ehardt C. & Jones T.	""
PATIC	Patin	Patin Charles	""
P252	Philippe	Philippe	""
D027	Dodge	Dodge C.W.	https://www.ipni.org/ipni/idAuthorSearch.do?id=18105-1
PENDR	Pendleton	Pendleton R.L.	""
PENEI	Penev	Penev Iv.	""
R043	Ruysseveldt	Ruysseveldt H.	https://viaf.org/viaf/279939890/
VDMP	Van der Merwe	Van der Merwe P.	""
BUCHJ1	Buchwald	Buchwald J.	""
LOPPH	Loppens	Loppens H.	""
H301	Hadewich	Hadewich	""
NAPP07	Napper$Tweedie	Napper D.M. & Tweedie D.R.	""
DUMCLE	Dumont	Dumont C.	""
MARTLAEI	Martinelli$Laeitman$Baleeiro$Vaz	Martinelli Gustavo, Laeitman M. & Baleeiro R. & Vaz M.	""
LEHA01	Lehavana$Andrianjafy$Skema	Lehavana A., Andrianjafy M. & Skema C.	""
MOLE02	Molero$Romo	Molero J. & Romo A.	""
R794	Röse	Röse A.	""
NRDRB	Nordenstam	Nordenstam R.B.	""
GA100	Garnier	Garnier Noël	""
LUQU01	Luque$Talavera$Valdés	Luque T., Talavera S. & Valdés B.	""
K013	Kasembe	Kasembe J.N.R.	""
J202	Jaczewski	Jaczewski A.	""
FSHM	Faucon$Shutcha$Meerts	Faucon M.P. Shutcha M. & Meerts P.	""
SCHDPP	Schiede$Deppe	Schiede & Deppe	""
BLAGV	Blagoveschtschensky	Blagoveschtschensky V.	""
VDWGRAY	van der Werff$Gray$Tipas	van der Werff H., Gray B. & Tipas G.	""
KELAE	Kelaart	Kelaart E.F.	""
L048	Lomami	Lomami	""
DWVAHR	De Winter$Vahrmeijer	De Winter B. & Vahrmeijer J.	""
BJFLR	Bujo	Bujo F.	""
PATEI	Patel	Patel I.H.	""
NEVI1	Neville	Neville	""
NTSRMS	Ntore$Ramazani	Ntore S. & Ramazani E.K.	""
EWANJ	Ewan	Ewan J.	""
MFIGJ	Maia Figueira	Maia Figueira J.	""
SETCCLAR	Setchell$Clara	Setchell William Albert & Clara B.	""
D135	Delacre	Delacre A.	""
ATKI01	Atkinson	Atkinson G.	""
DRUMHEMS	Drummond$Hemsley	Drummond R.B. & Hemsley J.H.	""
LATHR	Latham	Latham R.	""
SPACE	Spach	Spach E.	http://viaf.org/viaf/71382399
CPPBJ	Coppins	Coppins B.J.	""
KMULT	Kamulete-Amisi	Kamulete-Amisi	""
CNRA	Conrau	Conrau G.	""
MULLJ	Müller	Müller J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=38709-1
LVNCH	Lavanchie	Lavanchie	""
KINEU	Kinet	Kinet U.J.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/11305c56-7315-41d1-bb67-05c531bcc958
THME1	Thum	Thum E.	""
BLASH	Blaszczyk	Blaszczyk H.	""
CHIOL	Chiostri	Chiostri L.	""
FRANL	Franquinho	Franquinho L.O.	""
MERLN	Merlet	Merlet N.	""
D119	Deneyer	Deneyer Y.	""
V024	Vaes	Vaes A.	http://www.wikidata.org/entity/Q62990493
W031	Walker	Walker J.	https://www.ipni.org/ipni/idAuthorSearch.do?id=28510-1
G071	Gibbons	Gibbons M.S.	""
D120	Delécluse	Delécluse R.	""
DCLOL	De Clerck	De Clerck O.	""
OLIVE	Oliver	Oliver E.G.H.	""
HEPPMALE	Hepper$Maley	Hepper F.N. & Maley J.	""
DINIETAL	Diniz$et	Diniz Maria Adélia et al.	""
PRLAG	Pirola	Pirola A.	""
ZIPPA	Zippelius	Zippelius A.	http://www.wikidata.org/entity/Q2643365
ANDRC	Andrei	Andrei C.	""
SKHAP	Sukhorukov	Sukhorukov A.P.	""
BARDJ	Bardot	Bardot J.L.	""
PEJO	Pejovic	Pejovic	""
BJGPMR	Brenan$Greenway$Miller	Brenan J.P.M., Greenway P. & Miller R.G.	""
TCL	Tocl	Tocl Karel	""
ONJO	Onochie$Jones	Onochie C. & Jones A.P.D.	""
BARBR	Barbezat	Barbezat R.	""
LENNR	Lennon	Lennon R.L.	""
DERU1	Deru	Deru	""
BRTAN	Bertolotti	Bertolotti A.D.	""
K062	Koenen$Porembski	Koenen M. & Porembski S.	""
WLLRTH	Wallroth	Wallroth C.	""
K915	Katagiri	Katagiri T.	""
Z021	Gunde-Zimerman	Gunde-Zimerman N.	""
CLUTW	Clute	Clute W.N.	""
DBRCM	Debray	Debray C.M.	""
L015	Leelavathy	Leelavathy K.M.	https://www.ipni.org/ipni/idAuthorSearch.do?id=22189-1
S088	Stalpers	Stalpers J.	""
M001	Maire	Maire L.	https://viaf.org/viaf/203086645/
BRWGR	Bredewold	Bredewold G.	""
BRUYR	Bruyère	Bruyère R.	""
HOLMT	Holm	Holm Th.	""
MINY	Miny	Miny	""
PARSA	Parsa	Parsa Ahmad	""
UMUSHA	Umushabarara	Umushabarara	""
VGLOCK	von Glocker	Von Glocker E.F.	""
LRTAL	Lourteig	Lourteig A.	""
RBVT	Rabehevitra	Rabehevitra D.	""
ENDEE	Endengle	Endengle E.	""
GOODPHIP	Goodier$Phipps	Goodier R. & Phipps J.B.	""
SCHLTOLK	Schlieben$Tölken	Schlieben H.J.E. & Tölken H.R.	""
VERJJ	Verjans	Verjans J.-M.	""
KYMGKY	Kayombo$Mwangoka$Kyando	Kayombo C.J., Mwangoka M.A. & Kyando N.	""
B654	Beker	Beker H. J.	""
LMAVBR	Leeuwenberg$Malcomber$Andriantiana$van Bergen$Randriamampionona	Leeuwenberg A.J.M., Malcomber S.T., Andriantiana J., van Bergen M.A. & Randriamampionona B.	""
CLPCD	Clausen	Clausen P.C.D.	https://viaf.org/viaf/184146573954438102058/
RONNK	Ronniger	Ronniger K.	""
SMARH	Smart	Smart H.P.	""
ROSSC2	Rossignol	Rossignol C.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6dfdd7bc-c418-4ac9-ab2f-92beee433dc9
SCHOS	Schönland	Schönland Selmar	http://viaf.org/viaf/40795045
ERRP	Errard	Errard Paul	""
GTBL	Gautier$Tahinarivony$Bolliger	Gautier L., Tahinarivony A.J. & Bolliger R.F.	""
LEMOP	Lemon	Lemon P.C.	""
BDSRBP	Bidault$Serein$Boupoya$Ikabanga	Bidault E., Serein J., Boupoya A. & Ikabanga D.	""
THORB	Thoreau	Thoreau B.	""
VG11	Van Goitsenhoven	Van Goitsenhoven	""
BVLNC	Bieuvelet	Bieuvelet N.	""
LEHM1	Lehmann	Lehmann	""
MAGNA	Magnaguti-Rondanini	Magnaguti-Rondanini A.	""
V073	Von Arx	Von Arx J.A.	""
ROBBLEMA	Robbrecht$Leman	Robbrecht Elmar & Leman	""
MWASL	Mwasumbi	Mwasumbi L.B.	""
BART02	Barthelat$Mchangama$Ali Sifari$Dufour$Saindou	Barthelat F., Mchangama M., Ali Sifari B., Dufour J. & Saindou H.	""
MAUR	Maurin	Maurin O.	""
SCOUJ	Scougal	Scougal J.	""
MUSSL	Musselman	Musselman L.J.	""
SUHOP	Suhonen	Suhonen P.	""
HEIDF	Heidenreich	Heidenreich F.A.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ff39525f-d50a-4f93-ab1a-566495d23f67
K057	Kotiranta	Kotiranta H.	""
ROVEG	Rovere	Rovere G.	""
JACON1	Jacobsz	Jacobsz N.L.	""
JEPPS	Jeppesen	Jeppesen Stig	""
OLFOAZMA	Oliveira$Fonseca$Azevedo$Magalhães	Oliveira F.C.A., Fonseca M.L., Azevedo M.L.M. & Magalhães A.T.	""
DYERR	Dyer	Dyer R.A.	""
DEMEE	Demeulemeester	Demeulemeester E.	""
HAUSH	Haussknecht	Haussknecht H.K.	https://www.ipni.org/ipni/idAuthorSearch.do?id=3732-1
GLEAH	Gleason	Gleason H.A.	""
JONG02	Jongkind$Schmidt	Jongkind C.C.H. & Schmidt H.H.	""
THORNEC	Thorne	Thorne C.	""
ANTU02	Antúnez$López$Valdés-Bermejo	Antúnez A., López G. & Valdés-Bermejo E.	""
P012	Piérart	Piérart P.	""
V084	Vindevogel	Vindevogel F.	""
VE1	Van Emden	Van Emden J.H.	""
L075	Lopez-Figueiras	Lopez-Figueiras M.	""
MALC04	Malcomber$Razafimandimbison	Malcomber S. & Razafimandimbison S.	""
GRIGMIDI	Grigore$Midin	Grigore S. & Midin Velko	""
RIER02	Riera$Güemes	Riera J. & Güemes J.	""
SCHRP	De Schutter	De Schutter R.	""
G206	Hochgesand	Hochgesand E.	http://www.ipni.org/ipni/idAuthorSearch.do?id=20370-1
BELLP	Bell	Bell P.R.	""
KESSK	Kessler	Kessler K.H.	""
SKOTC	Skottsberg	Skottsberg C.J.F.	""
D142	De Meyer	De Meyer R.	""
BROUS1	Broussonet	Broussonet	""
KOFRCO	Koch$Fryxell$Cowan	Koch Stephen D., Fryxell P.A. & Cowan C.	""
H150	Harwood	Harwood R.K.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9b110cda-4f1c-468e-b069-af2cf74522cc
HRZSM	Heriz-Smith	Heriz-Smith S.	""
LOSADA	Losada$Beltian$Febles	Losada A., Beltian E. & Febles M.B.	""
BOSQ1	Bosquillon	Bosquillon	""
LANGJ	Langenheim	Langenheim J.H.	""
LAOR01	Laorga$Romero	Laorga S. & Romero M.	""
PRITE	Pritzel	Pritzel E.G.	""
H149	H.v.d.Aa	H.v.d.Aa	""
V051	Van Rompu	Van Rompu W.	""
A032	Aldrich	Aldrich H.	""
THERG	Theron	Theron G.C.	""
G734	Gilbert	Gilbert E.F.	""
FRII01	Friis$Nigatu$Michelsen	Friis I., Nigatu L. & Michelsen A.	""
RAZA02	Razanatsima$Ranaivojaona	Razanatsima A. & Ranaivojaona R.	""
TAWA02	Tawakali$Petterson	Tawakali E.J. & Petterson B.	""
KOEHR	Koehler	Koehler René	https://www.biodiversitylibrary.org/creator/86081
WLPD	Wild$Pedro	Wild Hiram & Pedro José Gomes	""
SENN1	Sennen	Sennen F.	""
MITCD	Mitchell	Mitchell D.S.	""
KISSR	Kiss	Kiss R.	""
FOCK1	Focke	Focke	""
WATJ	Watts	Watts J.P.	""
KRKP	Kirika	Kirika P.	""
BASTB	Bastin	Bastin B.	""
TELLMART	Tellez$Martinez$Rico	Tellez O.V., Martinez E. & Rico L.	""
WILLL1	Williams	Williams L.	https://www.ipni.org/ipni/idAuthorSearch.do?id=11704-1
A004	Arlen	Arlen D.J.	""
W042	Williams	Williams T.A.	""
DAWKH	Dawkins	Dawkins H.C.	""
AVIO1	Avio	Avio	""
DOUGD	Douglas	Douglas D.	https://www.ipni.org/ipni/idAuthorSearch.do?id=2290-1
D897	Dirkx	Jan Dirkx	""
OPIZP	Opiz	Opiz Philipp Maximilian	""
RCHJM	Richard	Richard J.M.C.	http://viaf.org/viaf/36992225
KAHNDEGR	Kahn$de Granville	Kahn F. & de Granville J.J.	""
E007	Espinola	Espinola L.	""
BROUL	Broun	Broun L.	http://www.wikidata.org/entity/Q62990282
D201	Déséglise	Déséglise P.	""
RBSC	Ribas$Schwerdt	Ribas O.S. & Schwerdt F.	""
ATKIG	Atkin	Atkin G.	""
D962	Delacroix	Delacroix E.G.	""
JWWHT	White	White J.W.	""
RUNYB	Runyinya	Runyinya B.	https://viaf.org/viaf/213175851/
MOLIA	Molife	Molife A.	""
RRKTJN	Rakotondrajaona	Rakotondrajaona R.	""
BONDR	Bondam	Bondam R.	""
VERSC	Versteegh	Versteegh C.	""
DECEJ	Decelle	Decelle Jean	""
K997	von Krempelhuber	von Krempelhuber A.	http://viaf.org/viaf/32750682
TURNJ	Turnour	Turnour J.	""
FORRA	Forrer	Forrer A.	""
RANA01	Ranaivojaona$Manjakahery$Andrianjafy	Ranaivojaona R., Manjakahery H. & Andrianjafy M.	""
FERRM	Ferreira	Ferreira M.	""
K041	Kissler	Kissler F.	""
L097	Leburton	Leburton J.F.	""
L107	De Ruyver	De Ruyver L.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3f55a8c2-d534-4930-bdb4-e351ae9383b7
NWTWL	Nowotny	Nowotny W.	https://viaf.org/viaf/32722580/
VFF	von Fischer	von Fischer F.E.L.	""
VLDJF	Veldkamp	Veldkamp J.F.	""
CORRM2	Corrick	Corrick M.G.	""
ROMBH	Rombouts	Rombouts H.E.	""
FILAKUMM	Filarszky$Kümmerle	Filarszky F. & Kümmerle J.B.	""
P126	Poulain$Meyer	Poulain M.& Meyer M.	""
S181	Stadler	Stadler M.	""
P061	Putkonen	Putkonen T.	""
L042	Léontovitch	Léontovitch C.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a27d403f-3638-4f91-a12e-60eedea2b8ed
BALAJ	Balaka	Balaka J.L.	""
BRITC	Britton	Britton C.E.	""
R776	Redhead	Redhead S. A.	""
CMP	Chapman	Chapman E.G.	""
DNGJM	Dingley	Dingley J.M.	""
LAZAJ	Lazare	Lazare J.J.	""
SMITKLEI	Smith$Klein	Smith L.B. & Klein R.	""
VAG	Van Achter	Van Achter G.	""
VBV	von Borbás	von Borbás Vincenz	""
PETIJ	Petit	Petit J.	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/27da25e3-67c2-4beb-b0ee-51fda6d8b5d1
ERTZDIEDR	Ertz$Diederich	Ertz D. & Diederich P.	""
SAMP	Sampayo d'Orey	Sampayo d'Orey J.D.	""
IBER05	Iberite$Marchi$Millozza$Oman	Iberite M., Marchi P., Millozza A. & Oman T.	""
P001	Parks	Parks H.E.	https://viaf.org/viaf/316028907/
FJKKY	Fujioka	Fujioka K.	""
RCHAF	Richard	Richard A.F.	""
LYVM	Laguna y Villanueva	Laguna y Villanueva Maximo	""
AUDRAUDR	Audru$Audru	Audru J. & Audru	""
RANA	Randriamampionona	Randriamampionona R.	""
BOUMAC	Bouman	Bouman A.C.	""
VEDE1	Vedel	Vedel	""
AGUIR	Aguilar	Aguilar R.	""
SAFEJ	Safer	Safer J.	""
KUKKI	Kukkonen	Kukkonen I.	""
L086	Lungescu	Lungescu E.	""
WASSE	Wasserfall	Wasserfall E.	""
K753	Kinds	Oswald Kinds	""
MANK01	Manktelow$Swenson	Manktelow S.J. & Swenson U.	""
ABRRM	Antunes Branco	Antunes Branco R.	""
GDIDR	Didier	Didier G.	""
MULL03	Müller$Pope	Müller T. & Pope G.V.	""
BAILF	Bailey	Bailey F.M.	""
MALDBANG	Malderis$Bangerter	Malderis Aleksandr & Bangerter E.B.	""
RODR1	Rodriguez	Rodriguez	""
P121	Prof.Dr.Ewald	Prof.Dr.Ewald Langer	""
PHILE	Phillips	Phillips E.P.	""
SCHNR	Schnell	Schnell R.A.A.	https://viaf.org/viaf/61552120/
BAGSA	Bagshawe	Bagshawe A.W.G.	""
ELLAG	Ella	Ella G.	""
MILLW	Milliken	Milliken William	""
A022	Alsheikn	Alsheikn	""
S165	Soulemane	Soulemane Y.N.	http://www.wikidata.org/entity/Q62990495
D168	Dracinschi	Dracinschi M.	""
FISOT	Fison	Fison T.W.	""
SORIJ	Soriano	Soriano J.	""
MOMC	Mommerency	Mommerency P.	""
V062	Vanderyst$Bauwens	Vanderyst H. & Bauwens	""
JANSA1	Janssens	Janssens A.	""
KANY1	Kanywa	Kanywa	""
BIDGMWAS	Bidgood$Mwasumbi$Vollesen	Bidgood S., Mwasumbi L. & Vollesen K.	""
SCHM	Schmitt	Schmitt K.	""
